x,y,steps,success
64,179,3,1
65,179,4,1
66,179,5,1
67,179,6,1
68,179,4,1
69,179,5,1
70,179,4,1
71,179,5,1
72,179,3,1
73,179,4,1
74,179,3,1
75,179,3,1
76,179,5,1
77,179,6,1
78,179,5,1
79,179,8,1
80,179,3,1
81,179,4,1
82,179,7,1
83,179,5,1
84,179,5,1
85,179,6,1
86,179,9,1
87,179,8,1
88,179,7,1
89,179,8,1
90,179,1,1
91,179,2,1
92,179,2,1
93,179,3,1
94,179,2,1
95,179,4,1
96,179,3,1
97,179,2,1
98,179,4,1
99,179,5,1
100,179,3,1
101,179,3,1
102,179,4,1
103,179,3,1
104,179,5,1
105,179,4,1
106,179,6,1
107,179,5,1
108,179,3,1
109,179,5,1
110,179,4,1
111,179,3,1
112,179,2,1
113,179,3,1
114,179,5,1
115,179,5,1
116,179,7,1
117,179,5,1
118,179,6,1
119,179,7,1
120,179,3,1
121,179,3,1
122,179,5,1
123,179,7,1
124,179,6,1
125,179,6,1
126,179,5,1
127,179,4,1
128,179,7,1
129,179,9,1
130,179,5,1
131,179,6,1
132,179,7,1
133,179,9,1
134,179,9,1
135,179,3,1
136,179,4,1
137,179,5,1
138,179,3,1
139,179,6,1
140,179,4,1
141,179,4,1
142,179,5,1
143,179,6,1
144,179,6,1
145,179,4,1
146,179,4,1
147,179,6,1
148,179,6,1
149,179,8,1
150,179,4,1
151,179,8,1
152,179,7,1
153,179,5,1
154,179,10,1
155,179,7,1
156,179,10,1
157,179,4,1
158,179,6,1
159,179,7,1
160,179,5,1
161,179,7,1
162,179,5,1
163,179,7,1
164,179,9,1
165,179,9,1
166,179,6,1
167,179,8,1
168,179,5,1
169,179,8,1
170,179,8,1
171,179,8,1
172,179,10,1
173,179,9,1
174,179,9,1
175,179,9,1
176,179,10,1
177,179,10,1
178,179,11,1
1,180,1,1
7,180,2,0
11,180,3,0
13,180,2,0
17,180,3,0
19,180,2,0
23,180,2,0
29,180,3,0
31,180,2,0
37,180,2,0
41,180,3,0
43,180,3,0
47,180,3,0
49,180,3,0
53,180,3,0
59,180,5,0
61,180,2,0
67,180,3,0
71,180,3,0
73,180,3,0
77,180,4,0
79,180,4,0
83,180,4,0
89,180,5,0
91,180,2,0
97,180,3,0
101,180,3,0
103,180,3,0
107,180,4,0
109,180,3,0
113,180,3,0
119,180,6,0
121,180,3,0
127,180,4,0
131,180,4,0
133,180,5,0
137,180,4,0
139,180,4,0
143,180,4,0
149,180,6,0
151,180,4,0
157,180,6,0
161,180,6,0
163,180,6,0
167,180,6,0
169,180,5,0
173,180,7,0
179,180,11,0
1,181,1,1
2,181,1,1
3,181,2,1
4,181,3,1
5,181,4,1
6,181,5,1
7,181,1,1
8,181,3,1
9,181,4,1
10,181,5,1
11,181,6,1
12,181,7,1
13,181,1,1
14,181,1,1
15,181,2,1
16,181,7,1
17,181,6,1
18,181,7,1
19,181,5,1
20,181,6,1
21,181,4,1
22,181,7,1
23,181,3,1
24,181,7,1
25,181,6,1
26,181,1,1
27,181,4,1
28,181,3,1
29,181,8,1
30,181,9,1
31,181,5,1
32,181,7,1
33,181,7,1
34,181,4,1
35,181,9,1
36,181,10,1
37,181,4,1
38,181,5,1
39,181,2,1
40,181,6,1
41,181,8,1
42,181,9,1
43,181,5,1
44,181,3,1
45,181,4,1
46,181,3,1
47,181,2,1
48,181,7,1
49,181,3,1
50,181,6,1
51,181,4,1
52,181,5,1
53,181,6,1
54,181,10,1
55,181,3,1
56,181,6,1
57,181,3,1
58,181,5,1
59,181,4,1
60,181,5,1
61,181,2,1
62,181,5,1
63,181,4,1
64,181,7,1
65,181,2,1
66,181,7,1
67,181,7,1
68,181,4,1
69,181,2,1
70,181,9,1
71,181,8,1
72,181,10,1
73,181,6,1
74,181,9,1
75,181,4,1
76,181,3,1
77,181,7,1
78,181,7,1
79,181,7,1
80,181,5,1
81,181,6,1
82,181,3,1
83,181,5,1
84,181,9,1
85,181,10,1
86,181,8,1
87,181,6,1
88,181,6,1
89,181,9,1
90,181,10,1
91,181,1,1
92,181,3,1
93,181,5,1
94,181,2,1
95,181,5,1
96,181,7,1
97,181,2,1
98,181,3,1
99,181,7,1
100,181,6,1
101,181,5,1
102,181,4,1
103,181,7,1
104,181,5,1
105,181,9,1
106,181,6,1
107,181,8,1
108,181,10,1
109,181,5,1
110,181,3,1
111,181,9,1
112,181,6,1
113,181,5,1
114,181,3,1
115,181,4,1
116,181,5,1
117,181,7,1
118,181,4,1
119,181,4,1
120,181,5,1
121,181,3,1
122,181,5,1
123,181,3,1
124,181,8,1
125,181,3,1
126,181,9,1
127,181,7,1
128,181,5,1
129,181,8,1
130,181,8,1
131,181,7,1
132,181,6,1
133,181,11,1
134,181,7,1
135,181,10,1
136,181,2,1
137,181,6,1
138,181,6,1
139,181,3,1
140,181,8,1
141,181,6,1
142,181,8,1
143,181,10,1
144,181,9,1
145,181,6,1
146,181,10,1
147,181,6,1
148,181,5,1
149,181,8,1
150,181,5,1
151,181,4,1
152,181,4,1
153,181,4,1
154,181,8,1
155,181,9,1
156,181,8,1
157,181,12,1
158,181,11,1
159,181,7,1
160,181,4,1
161,181,7,1
162,181,11,1
163,181,7,1
164,181,7,1
165,181,9,1
166,181,5,1
167,181,5,1
168,181,10,1
169,181,13,1
170,181,8,1
171,181,8,1
172,181,8,1
173,181,10,1
174,181,6,1
175,181,14,1
176,181,9,1
177,181,11,1
178,181,15,1
179,181,12,1
180,181,13,1
1,182,1,1
3,182,1,1
5,182,2,1
9,182,2,0
11,182,3,1
15,182,2,0
17,182,3,1
19,182,3,0
23,182,2,0
25,182,6,0
27,182,2,0
29,182,3,0
31,182,3,0
33,182,5,0
37,182,2,1
41,182,3,0
43,182,6,0
45,182,7,0
47,182,4,0
51,182,6,0
53,182,4,0
55,182,4,0
57,182,3,0
59,182,8,0
61,182,1,1
67,182,4,0
69,182,7,0
71,182,4,0
73,182,3,1
75,182,7,0
79,182,5,0
81,182,2,1
83,182,5,0
85,182,4,1
87,182,6,0
89,182,5,1
93,182,3,0
95,182,3,0
97,182,5,0
99,182,5,0
101,182,7,0
103,182,5,0
107,182,5,0
109,182,8,0
111,182,7,0
113,182,5,0
115,182,5,0
121,182,9,0
123,182,5,0
125,182,7,0
127,182,8,0
129,182,4,0
131,182,9,0
135,182,7,0
137,182,3,0
139,182,5,0
141,182,7,0
145,182,8,0
149,182,8,0
151,182,9,0
153,182,7,0
155,182,9,0
157,182,7,0
159,182,9,0
163,182,6,0
165,182,5,0
167,182,6,0
171,182,7,0
173,182,7,0
177,182,10,0
179,182,9,0
181,182,14,0
1,183,1,1
2,183,1,1
4,183,1,1
5,183,2,1
7,183,3,0
8,183,1,1
10,183,4,0
11,183,2,1
13,183,5,0
14,183,6,0
16,183,4,0
17,183,2,1
19,183,4,0
20,183,3,1
22,183,6,0
23,183,1,1
25,183,3,1
26,183,4,1
28,183,6,0
29,183,4,1
31,183,2,0
32,183,4,0
34,183,4,0
35,183,4,0
37,183,2,1
38,183,4,0
40,183,3,1
41,183,7,0
43,183,5,0
44,183,3,1
46,183,1,1
47,183,3,1
49,183,6,0
50,183,3,1
52,183,4,1
53,183,5,1
55,183,3,1
56,183,8,0
58,183,7,0
59,183,6,1
62,183,2,0
64,183,4,0
65,183,5,0
67,183,7,0
68,183,4,0
70,183,4,0
71,183,5,0
73,183,8,0
74,183,6,0
76,183,6,0
77,183,5,0
79,183,8,0
80,183,7,0
82,183,4,0
83,183,7,0
85,183,8,0
86,183,6,0
88,183,9,0
89,183,7,0
91,183,8,0
92,183,1,1
94,183,3,1
95,183,4,0
97,183,3,1
98,183,6,0
100,183,3,1
101,183,5,0
103,183,2,1
104,183,4,1
106,183,5,1
107,183,3,0
109,183,5,0
110,183,3,1
112,183,8,0
113,183,6,0
115,183,4,1
116,183,7,0
118,183,6,1
119,183,4,1
121,183,7,1
124,183,6,0
125,183,8,0
127,183,6,0
128,183,9,0
130,183,6,0
131,183,9,0
133,183,8,0
134,183,9,0
136,183,8,0
137,183,9,0
139,183,5,0
140,183,4,1
142,183,6,0
143,183,3,1
145,183,4,0
146,183,6,0
148,183,7,0
149,183,5,1
151,183,5,1
152,183,8,1
154,183,9,0
155,183,7,0
157,183,10,0
158,183,9,0
160,183,10,0
161,183,6,0
163,183,4,1
164,183,5,0
166,183,6,1
167,183,6,1
169,183,8,0
170,183,11,0
172,183,7,0
173,183,5,1
175,183,7,1
176,183,9,0
178,183,6,1
179,183,8,1
181,183,9,1
182,183,10,1
1,184,1,1
3,184,2,0
5,184,1,1
7,184,2,1
9,184,2,1
11,184,3,0
13,184,4,0
15,184,4,0
17,184,3,0
19,184,3,0
21,184,2,1
25,184,3,0
27,184,2,1
29,184,4,0
31,184,2,0
33,184,4,0
35,184,4,0
37,184,1,1
39,184,4,0
41,184,3,1
43,184,3,0
45,184,4,1
47,184,2,0
49,184,3,0
51,184,4,0
53,184,4,0
55,184,4,0
57,184,5,0
59,184,4,0
61,184,6,0
63,184,2,1
65,184,4,0
67,184,4,0
71,184,5,0
73,184,5,0
75,184,4,1
77,184,3,0
79,184,5,0
81,184,5,0
83,184,5,0
85,184,6,0
87,184,4,0
89,184,6,0
91,184,7,0
93,184,2,0
95,184,3,0
97,184,4,0
99,184,4,0
101,184,5,0
103,184,5,0
105,184,4,0
107,184,5,0
109,184,5,0
111,184,4,0
113,184,5,0
117,184,4,0
119,184,4,0
121,184,4,0
123,184,3,0
125,184,5,0
127,184,5,0
129,184,5,0
131,184,5,0
133,184,4,0
135,184,6,0
137,184,7,0
139,184,3,0
141,184,4,0
143,184,5,0
145,184,5,0
147,184,5,0
149,184,6,0
151,184,5,0
153,184,7,0
155,184,6,0
157,184,7,0
159,184,7,0
163,184,5,0
165,184,5,0
167,184,5,0
169,184,5,0
171,184,8,0
173,184,5,0
175,184,7,0
177,184,7,0
179,184,7,0
181,184,11,0
183,184,11,0
1,185,1,1
2,185,1,1
3,185,1,1
4,185,2,1
6,185,1,1
7,185,3,1
8,185,4,1
9,185,3,1
11,185,2,1
12,185,4,1
13,185,3,0
14,185,3,1
16,185,4,1
17,185,2,1
18,185,4,0
19,185,2,0
21,185,3,1
22,185,4,0
23,185,5,0
24,185,4,1
26,185,6,0
27,185,3,1
28,185,3,1
29,185,5,0
31,185,1,1
32,185,4,1
33,185,4,0
34,185,3,0
36,185,2,1
38,185,2,0
39,185,3,0
41,185,5,0
42,185,5,0
43,185,6,0
44,185,6,0
46,185,6,0
47,185,2,1
48,185,4,1
49,185,3,1
51,185,3,0
52,185,6,0
53,185,4,1
54,185,2,1
56,185,4,0
57,185,7,0
58,185,3,1
59,185,4,0
61,185,5,0
62,185,1,1
63,185,3,1
64,185,4,1
66,185,4,0
67,185,5,1
68,185,3,0
69,185,5,0
71,185,4,1
72,185,2,1
73,185,4,0
76,185,7,0
77,185,7,0
78,185,4,1
79,185,7,0
81,185,4,1
82,185,6,0
83,185,5,1
84,185,6,1
86,185,5,0
87,185,8,0
88,185,8,0
89,185,7,0
91,185,9,0
92,185,10,0
93,185,1,1
94,185,2,1
96,185,4,1
97,185,4,1
98,185,3,1
99,185,4,0
101,185,3,1
102,185,3,0
103,185,4,1
104,185,6,0
106,185,4,1
107,185,6,0
108,185,2,1
109,185,5,0
112,185,4,0
113,185,6,0
114,185,7,0
116,185,3,1
117,185,4,1
118,185,4,0
119,185,5,1
121,185,8,0
122,185,5,0
123,185,6,0
124,185,4,1
126,185,6,1
127,185,6,0
128,185,5,1
129,185,5,0
131,185,8,0
132,185,8,0
133,185,5,1
134,185,6,1
136,185,9,0
137,185,8,0
138,185,10,0
139,185,2,1
141,185,5,1
142,185,5,0
143,185,4,1
144,185,5,1
146,185,7,0
147,185,6,0
149,185,7,0
151,185,5,1
152,185,6,1
153,185,9,0
154,185,7,0
156,185,7,0
157,185,6,0
158,185,9,0
159,185,6,1
161,185,9,0
162,185,3,1
163,185,6,1
164,185,5,1
166,185,7,0
167,185,8,0
168,185,6,1
169,185,10,0
171,185,7,0
172,185,7,1
173,185,10,0
174,185,7,1
176,185,9,0
177,185,11,0
178,185,8,0
179,185,11,0
181,185,12,0
182,185,12,0
183,185,13,0
184,185,14,0
1,186,1,1
5,186,3,0
7,186,2,0
11,186,1,1
13,186,3,0
17,186,1,1
19,186,3,0
23,186,3,0
25,186,5,0
29,186,2,1
35,186,3,0
37,186,5,0
41,186,4,0
43,186,3,1
47,186,2,0
49,186,4,0
53,186,5,0
55,186,5,0
59,186,6,0
61,186,8,0
65,186,3,0
67,186,4,0
71,186,3,0
73,186,4,0
77,186,5,0
79,186,5,0
83,186,3,0
85,186,4,0
89,186,6,0
91,186,6,0
95,186,3,0
97,186,3,0
101,186,3,0
103,186,6,0
107,186,5,0
109,186,3,0
113,186,6,0
115,186,6,0
119,186,5,0
121,186,5,0
125,186,3,0
127,186,5,0
131,186,5,0
133,186,6,0
137,186,5,0
139,186,7,0
143,186,6,0
145,186,5,0
149,186,5,0
151,186,8,0
157,186,5,0
161,186,7,0
163,186,4,0
167,186,7,0
169,186,8,0
173,186,9,0
175,186,7,0
179,186,9,0
181,186,9,0
185,186,14,0
1,187,1,1
2,187,1,1
3,187,2,1
4,187,1,1
5,187,3,1
6,187,4,1
7,187,2,1
8,187,4,1
9,187,2,1
10,187,3,1
12,187,4,1
13,187,5,1
14,187,3,1
15,187,5,1
16,187,4,1
18,187,2,0
19,187,3,1
20,187,6,1
21,187,2,1
23,187,7,1
24,187,4,1
25,187,6,1
26,187,3,1
27,187,2,1
28,187,3,1
29,187,5,1
30,187,8,1
31,187,9,1
32,187,4,1
35,187,8,1
36,187,6,1
37,187,9,1
38,187,3,1
39,187,5,1
40,187,6,1
41,187,3,0
42,187,8,1
43,187,4,1
45,187,4,1
46,187,5,1
47,187,1,1
48,187,4,1
49,187,3,1
50,187,6,1
52,187,3,1
53,187,7,1
54,187,6,1
56,187,10,1
57,187,4,0
58,187,5,1
59,187,4,1
60,187,8,1
61,187,5,0
62,187,6,0
63,187,2,1
64,187,4,1
65,187,5,1
67,187,4,1
69,187,7,1
70,187,8,1
71,187,4,1
72,187,6,1
73,187,5,1
74,187,9,1
75,187,4,1
76,187,4,0
78,187,2,1
79,187,7,1
80,187,8,1
81,187,11,1
82,187,5,1
83,187,7,0
84,187,6,1
86,187,5,1
87,187,10,1
89,187,9,1
90,187,8,0
91,187,6,1
92,187,10,1
93,187,11,1
94,187,1,1
95,187,3,1
96,187,4,1
97,187,3,1
98,187,3,1
100,187,6,1
101,187,6,1
103,187,4,1
104,187,3,1
105,187,8,1
106,187,7,1
107,187,3,1
108,187,6,1
109,187,10,1
111,187,9,1
112,187,10,1
113,187,6,1
114,187,4,0
115,187,5,1
116,187,5,1
117,187,2,1
118,187,4,1
120,187,8,1
122,187,5,0
123,187,5,1
124,187,6,0
125,187,3,1
126,187,6,1
127,187,5,1
128,187,8,1
129,187,5,1
130,187,6,1
131,187,5,1
133,187,8,1
134,187,12,1
135,187,8,0
137,187,11,1
138,187,10,1
139,187,7,1
140,187,12,1
141,187,4,1
142,187,4,1
144,187,7,1
145,187,5,1
146,187,9,1
147,187,4,1
148,187,11,1
149,187,10,1
150,187,7,1
151,187,6,1
152,187,3,1
155,187,6,1
156,187,4,1
157,187,6,1
158,187,6,1
159,187,6,1
160,187,9,1
161,187,9,0
162,187,12,1
163,187,8,1
164,187,5,1
166,187,6,1
167,187,5,1
168,187,11,1
169,187,7,1
171,187,7,1
172,187,7,1
173,187,7,1
174,187,10,0
175,187,9,1
177,187,6,1
178,187,8,1
179,187,8,1
180,187,8,1
181,187,10,1
182,187,7,1
183,187,9,1
184,187,11,1
185,187,10,1
186,187,11,1
1,188,1,1
3,188,1,1
5,188,2,0
7,188,1,1
9,188,1,1
11,188,3,0
13,188,2,1
15,188,2,1
17,188,3,0
19,188,2,0
21,188,1,1
23,188,3,0
25,188,3,0
27,188,1,1
29,188,3,1
31,188,4,1
33,188,3,0
35,188,4,0
37,188,4,0
39,188,2,1
41,188,4,0
43,188,2,1
45,188,5,0
49,188,3,0
51,188,3,0
53,188,3,0
55,188,3,0
57,188,4,0
59,188,3,0
61,188,6,0
63,188,1,1
65,188,2,1
67,188,3,1
69,188,3,0
71,188,4,0
73,188,5,1
75,188,5,0
77,188,3,1
79,188,4,0
81,188,4,0
83,188,7,0
85,188,4,1
87,188,6,1
89,188,5,0
91,188,5,1
93,188,6,1
95,188,2,0
97,188,3,0
99,188,3,0
101,188,4,0
103,188,4,0
105,188,4,0
107,188,5,0
109,188,5,0
111,188,4,0
113,188,3,0
115,188,5,0
117,188,6,0
119,188,4,0
121,188,5,0
123,188,5,0
125,188,7,0
127,188,4,0
129,188,5,0
131,188,5,0
133,188,7,0
135,188,6,0
137,188,6,0
139,188,7,0
143,188,4,0
145,188,4,0
147,188,4,0
149,188,4,0
151,188,5,0
153,188,4,0
155,188,7,0
157,188,4,0
159,188,6,0
161,188,7,0
163,188,7,0
165,188,4,0
167,188,6,0
169,188,7,0
171,188,7,0
173,188,6,0
175,188,6,0
177,188,6,0
179,188,7,0
181,188,8,0
183,188,8,0
185,188,11,0
187,188,12,0
1,189,1,1
2,189,1,1
4,189,2,0
5,189,1,1
8,189,2,0
10,189,1,1
11,189,2,0
13,189,3,0
16,189,2,0
17,189,4,0
19,189,1,1
20,189,3,0
22,189,2,0
23,189,3,0
25,189,3,0
26,189,2,1
29,189,3,0
31,189,3,0
32,189,2,0
34,189,4,0
37,189,3,0
38,189,1,1
40,189,3,0
41,189,3,0
43,189,3,1
44,189,4,0
46,189,4,0
47,189,5,0
50,189,3,0
52,189,2,1
53,189,4,0
55,189,4,0
58,189,4,1
59,189,6,0
61,189,5,0
62,189,7,0
64,189,2,0
65,189,3,0
67,189,3,0
68,189,4,0
71,189,3,0
73,189,3,0
74,189,3,0
76,189,4,0
79,189,3,0
80,189,5,0
82,189,5,0
83,189,6,0
85,189,3,0
86,189,4,0
88,189,4,0
89,189,5,0
92,189,4,0
94,189,6,0
95,189,1,1
97,189,2,1
100,189,3,0
101,189,4,0
103,189,5,0
104,189,2,1
106,189,4,0
107,189,4,0
109,189,4,0
110,189,4,0
113,189,4,0
115,189,4,0
116,189,4,1
118,189,6,0
121,189,5,0
122,189,5,0
124,189,7,0
125,189,6,0
127,189,4,0
128,189,4,0
130,189,4,0
131,189,4,0
134,189,4,0
136,189,7,0
137,189,4,0
139,189,6,0
142,189,2,1
143,189,3,1
145,189,5,0
146,189,6,0
148,189,5,0
149,189,5,0
151,189,5,0
152,189,5,0
155,189,6,0
157,189,7,0
158,189,5,0
160,189,5,0
163,189,5,0
164,189,7,0
166,189,4,1
167,189,6,0
169,189,6,0
170,189,6,0
172,189,7,0
173,189,8,0
176,189,6,0
178,189,7,0
179,189,7,0
181,189,9,0
184,189,8,0
185,189,10,0
187,189,11,0
188,189,12,0
1,190,1,1
3,190,2,0
7,190,3,0
9,190,3,0
11,190,3,0
13,190,2,0
17,190,4,0
21,190,3,0
23,190,5,0
27,190,5,0
29,190,3,0
31,190,6,0
33,190,3,0
37,190,3,0
39,190,2,0
41,190,3,0
43,190,3,0
47,190,5,0
49,190,3,0
51,190,4,0
53,190,4,0
59,190,4,0
61,190,6,0
63,190,6,0
67,190,4,0
69,190,5,0
71,190,6,0
73,190,4,0
77,190,4,0
79,190,6,0
81,190,5,0
83,190,5,0
87,190,7,0
89,190,5,0
91,190,6,0
93,190,6,0
97,190,3,0
99,190,3,0
101,190,3,0
103,190,3,0
107,190,3,0
109,190,4,0
111,190,3,0
113,190,6,0
117,190,5,0
119,190,3,0
121,190,5,0
123,190,6,0
127,190,3,0
129,190,5,0
131,190,6,0
137,190,7,0
139,190,5,0
141,190,7,0
143,190,3,0
147,190,5,0
149,190,6,0
151,190,6,0
153,190,5,0
157,190,6,0
159,190,5,0
161,190,5,0
163,190,8,0
167,190,5,0
169,190,6,0
173,190,8,0
177,190,8,0
179,190,7,0
181,190,7,0
183,190,9,0
187,190,12,0
189,190,12,0
1,191,1,1
2,191,1,1
3,191,1,1
4,191,1,1
5,191,2,1
6,191,1,1
7,191,3,1
8,191,1,1
9,191,4,1
10,191,5,1
11,191,4,1
12,191,1,1
13,191,2,1
14,191,3,1
15,191,2,1
16,191,1,1
17,191,3,1
18,191,4,1
19,191,5,1
20,191,5,1
21,191,6,1
22,191,4,1
23,191,2,1
24,191,1,1
25,191,5,1
26,191,4,1
27,191,6,1
28,191,3,1
29,191,2,1
30,191,6,1
31,191,5,1
32,191,1,1
33,191,4,1
34,191,3,1
35,191,6,1
36,191,6,1
37,191,6,1
38,191,7,1
39,191,2,1
40,191,5,1
41,191,4,1
42,191,6,1
43,191,2,1
44,191,3,1
45,191,4,1
46,191,3,1
47,191,4,1
48,191,1,1
49,191,3,1
50,191,5,1
51,191,3,1
52,191,4,1
53,191,7,1
54,191,6,1
55,191,3,1
56,191,5,1
57,191,7,1
58,191,5,1
59,191,5,1
60,191,4,1
61,191,8,1
62,191,8,1
63,191,9,1
64,191,1,1
65,191,2,1
66,191,4,1
67,191,6,1
68,191,3,1
69,191,2,1
70,191,6,1
71,191,5,1
72,191,6,1
73,191,4,1
74,191,6,1
75,191,4,1
76,191,7,1
77,191,6,1
78,191,3,1
79,191,4,1
80,191,4,1
81,191,5,1
82,191,4,1
83,191,6,1
84,191,9,1
85,191,2,1
86,191,7,1
87,191,7,1
88,191,5,1
89,191,8,1
90,191,5,1
91,191,5,1
92,191,3,1
93,191,6,1
94,191,6,1
95,191,7,1
96,191,1,1
97,191,2,1
98,191,3,1
99,191,4,1
100,191,5,1
101,191,5,1
102,191,3,1
103,191,3,1
104,191,4,1
105,191,6,1
106,191,7,1
107,191,3,1
108,191,6,1
109,191,7,1
110,191,3,1
111,191,6,1
112,191,5,1
113,191,7,1
114,191,7,1
115,191,3,1
116,191,5,1
117,191,3,1
118,191,5,1
119,191,5,1
120,191,4,1
121,191,4,1
122,191,8,1
123,191,4,1
124,191,8,1
125,191,6,1
126,191,9,1
127,191,10,1
128,191,3,1
129,191,7,1
130,191,3,1
131,191,6,1
132,191,5,1
133,191,5,1
134,191,7,1
135,191,5,1
136,191,6,1
137,191,7,1
138,191,3,1
139,191,8,1
140,191,9,1
141,191,6,1
142,191,7,1
143,191,8,1
144,191,3,1
145,191,5,1
146,191,6,1
147,191,4,1
148,191,7,1
149,191,4,1
150,191,8,1
151,191,7,1
152,191,8,1
153,191,4,1
154,191,4,1
155,191,6,1
156,191,5,1
157,191,5,1
158,191,7,1
159,191,11,1
160,191,8,1
161,191,7,1
162,191,6,1
163,191,6,1
164,191,8,1
165,191,9,1
166,191,7,1
167,191,9,1
168,191,6,1
169,191,5,1
170,191,5,1
171,191,8,1
172,191,5,1
173,191,7,1
174,191,6,1
175,191,12,1
176,191,8,1
177,191,7,1
178,191,10,1
179,191,10,1
180,191,6,1
181,191,9,1
182,191,8,1
183,191,13,1
184,191,8,1
185,191,11,1
186,191,10,1
187,191,14,1
188,191,12,1
189,191,15,1
190,191,16,1
1,192,1,1
5,192,2,0
7,192,2,0
11,192,2,0
13,192,2,0
17,192,2,0
19,192,3,0
23,192,3,0
25,192,2,0
29,192,3,0
31,192,3,0
35,192,3,0
37,192,4,0
41,192,3,0
43,192,4,0
47,192,5,0
49,192,2,0
53,192,3,0
55,192,3,0
59,192,4,0
61,192,3,0
65,192,2,0
67,192,3,0
71,192,4,0
73,192,3,0
77,192,3,0
79,192,4,0
83,192,4,0
85,192,4,0
89,192,4,0
91,192,4,0
95,192,6,0
97,192,2,0
101,192,3,0
103,192,3,0
107,192,3,0
109,192,3,0
113,192,3,0
115,192,4,0
119,192,5,0
121,192,3,0
125,192,4,0
127,192,4,0
131,192,4,0
133,192,5,0
137,192,4,0
139,192,4,0
143,192,7,0
145,192,3,0
149,192,4,0
151,192,4,0
155,192,5,0
157,192,4,0
161,192,4,0
163,192,5,0
167,192,6,0
169,192,4,0
173,192,5,0
175,192,5,0
179,192,6,0
181,192,5,0
185,192,6,0
187,192,6,0
191,192,8,0
1,193,1,1
2,193,1,1
3,193,2,1
4,193,3,1
5,193,2,1
6,193,3,1
7,193,3,1
8,193,4,1
9,193,3,1
10,193,4,1
11,193,3,1
12,193,4,1
13,193,2,1
14,193,3,1
15,193,2,1
16,193,3,1
17,193,4,1
18,193,3,1
19,193,4,1
20,193,4,1
21,193,5,1
22,193,3,1
23,193,4,1
24,193,5,1
25,193,4,1
26,193,3,1
27,193,5,1
28,193,3,1
29,193,5,1
30,193,5,1
31,193,6,1
32,193,7,1
33,193,3,1
34,193,4,1
35,193,5,1
36,193,5,1
37,193,6,1
38,193,6,1
39,193,2,1
40,193,4,1
41,193,5,1
42,193,5,1
43,193,4,1
44,193,6,1
45,193,8,1
46,193,7,1
47,193,6,1
48,193,7,1
49,193,3,1
50,193,4,1
51,193,4,1
52,193,3,1
53,193,5,1
54,193,5,1
55,193,6,1
56,193,7,1
57,193,6,1
58,193,3,1
59,193,5,1
60,193,7,1
61,193,5,1
62,193,7,1
63,193,6,1
64,193,7,1
65,193,2,1
66,193,3,1
67,193,5,1
68,193,4,1
69,193,4,1
70,193,5,1
71,193,5,1
72,193,5,1
73,193,4,1
74,193,6,1
75,193,8,1
76,193,6,1
77,193,7,1
78,193,6,1
79,193,7,1
80,193,7,1
81,193,5,1
82,193,6,1
83,193,8,1
84,193,6,1
85,193,8,1
86,193,3,1
87,193,5,1
88,193,6,1
89,193,7,1
90,193,8,1
91,193,8,1
92,193,9,1
93,193,4,1
94,193,8,1
95,193,10,1
96,193,11,1
97,193,1,1
98,193,3,1
99,193,3,1
100,193,4,1
101,193,4,1
102,193,4,1
103,193,3,1
104,193,3,1
105,193,5,1
106,193,5,1
107,193,6,1
108,193,5,1
109,193,5,1
110,193,6,1
111,193,6,1
112,193,7,1
113,193,4,1
114,193,6,1
115,193,7,1
116,193,3,1
117,193,6,1
118,193,5,1
119,193,9,1
120,193,7,1
121,193,4,1
122,193,5,1
123,193,6,1
124,193,7,1
125,193,7,1
126,193,6,1
127,193,6,1
128,193,7,1
129,193,3,1
130,193,6,1
131,193,5,1
132,193,6,1
133,193,5,1
134,193,9,1
135,193,8,1
136,193,8,1
137,193,6,1
138,193,9,1
139,193,9,1
140,193,6,1
141,193,8,1
142,193,9,1
143,193,5,1
144,193,11,1
145,193,2,1
146,193,4,1
147,193,5,1
148,193,4,1
149,193,6,1
150,193,7,1
151,193,6,1
152,193,7,1
153,193,5,1
154,193,8,1
155,193,7,1
156,193,10,1
157,193,5,1
158,193,7,1
159,193,8,1
160,193,7,1
161,193,4,1
162,193,6,1
163,193,6,1
164,193,9,1
165,193,7,1
166,193,10,1
167,193,9,1
168,193,6,1
169,193,3,1
170,193,6,1
171,193,7,1
172,193,7,1
173,193,6,1
174,193,8,1
175,193,6,1
176,193,9,1
177,193,5,1
178,193,7,1
179,193,8,1
180,193,10,1
181,193,4,1
182,193,8,1
183,193,7,1
184,193,7,1
185,193,6,1
186,193,9,1
187,193,5,1
188,193,8,1
189,193,7,1
190,193,6,1
191,193,8,1
192,193,9,1
1,194,1,1
3,194,1,1
5,194,1,1
7,194,2,0
9,194,3,0
11,194,3,0
13,194,1,1
15,194,1,1
17,194,5,0
19,194,2,1
21,194,4,0
23,194,2,1
25,194,4,0
27,194,4,0
29,194,4,0
31,194,3,1
33,194,3,0
35,194,4,0
37,194,3,0
39,194,1,1
41,194,4,0
43,194,5,0
45,194,4,1
47,194,5,0
49,194,2,0
51,194,5,0
53,194,4,0
55,194,4,0
57,194,6,0
59,194,5,0
61,194,5,0
63,194,8,0
65,194,1,1
67,194,3,0
69,194,2,1
71,194,3,1
73,194,5,0
75,194,4,1
77,194,4,0
79,194,6,0
81,194,3,0
83,194,5,0
85,194,6,0
